"","Country","Year","hog_ideology","leader_ideology","match_hog_leader","democracy","region","IMF.based.exchange.rate","Population","Currency","Per.capita.GNI","agriculture_and_hunting_fishing_isic","Changes.in.inventories","construction_isic","Exports.of.goods.and.services","Gross.capital.formation","Imports.of.goods.and.services","mining_manifacturing_isic","transport_storage_communication_isic","wholesale_trade_restaurant_hotel_isic","Gross.National.Income.GNI..in.USD","Gross.Domestic.Product..GDP.","Military.expenditure....of.GDP.","Urban.population","Rural.population"
"1353","Jamaica",2001,"leftist","leftist","yes","yes","Latin America and Caribbean",45.99625,2625405," Jamaican Dollar ",3336,562806751,13138962,621246297,3270024323,2379632976,4529658818,1430768813,891398755,1949658940,8758476996,9194725544,0.50435895,1366080,1258323
"1354","Jamaica",2002,"leftist","leftist","yes","yes","Latin America and Caribbean",48.41594167,2638244," Jamaican Dollar ",3450,538872097,15993086,631031824,3184132077,2656962199,4770553314,1441322787,1060332573,2055872437,9101136489,9719001964,0.585431034,1379725,1260847
"1355","Jamaica",2003,"leftist","leftist","yes","yes","Latin America and Caribbean",57.74087375,2651027," Jamaican Dollar ",3346,491679432,15520295,640828543,3452733521,2475206082,4860070535,1385967943,977799544,1945813991,8869996599,9430240115,0.581596298,1393053,1263570
"1356","Jamaica",2004,"leftist","leftist","yes","yes","Latin America and Caribbean",61.1972,2664024," Jamaican Dollar ",3601,506918617,10260028,749168263,3819976994,2692946760,5267844513,1515543195,1035880727,2113005170,9592248250,10174661928,0.535969968,1406258,1265967
"1357","Jamaica",2005,"leftist","leftist","yes","yes","Latin America and Caribbean",62.28071494,2676863," Jamaican Dollar ",3948,583133961,23288191,839248555,3966075344,3029363941,6208261538,1623215149,1126448212,2404355829,10567135701,11243859050,0.527663695,1419066,1268000
"1358","Jamaica",2006,"leftist","leftist","yes","yes","Latin America and Caribbean",65.74385754,2689660," Jamaican Dollar ",4207,615099289,42575949,856597135,4787764259,3390850897,7231371455,1675015798,1213877661,2508051796,11315247901,11930186772,0.608922319,1431459,1269509
"1359","Jamaica",2007,"rightist","rightist","yes","yes","Latin America and Caribbean",69.19216185,2701221," Jamaican Dollar ",4495,591020701,56823896,922488882,5085116483,3401011367,7873774100,1805797025,1301809303,2575349508,12142334971,12799597772,0.65245791,1443307,1270493
"1360","Jamaica",2008,"rightist","rightist","yes","yes","Latin America and Caribbean",72.75620341,2711373," Jamaican Dollar ",4848,671640324,52466257,959272155,5750173165,3338319580,9820600638,1739851643,1319365161,2840280146,13145559807,13709404612,0.953354274,1454699,1270936
"1361","Jamaica",2009,"rightist","rightist","yes","yes","Latin America and Caribbean",87.89411981,2722401," Jamaican Dollar ",4207,663265042,24115381,765645799,4179082937,2552119046,6351792707,1427046834,1127773030,2507898147,11452249432,12120459316,0.947227445,1465852,1271143
"1362","Jamaica",2010,"rightist","rightist","yes","yes","Latin America and Caribbean",87.19613681,2733896," Jamaican Dollar ",4655,696587694,40472364,831826853,4142697302,2671417389,6555427248,1546068646,1155655390,2648050312,12726013301,13220545746,0.874179484,1477163,1271405
"1363","Jamaica",2011,"rightist","rightist","yes","yes","Latin America and Caribbean",85.89245833,2746169," Jamaican Dollar ",5071,815742265,71339207,907190129,4386690598,3096441955,7721219298,1728850104,1208058708,2874991395,13926319074,14444830231,0.925165753,1488734,1271760
"1364","Jamaica",2012,"leftist","leftist","yes","yes","Latin America and Caribbean",88.75093736,2759817," Jamaican Dollar ",5284,854570774,43423010,905110334,4469273702,2951487449,7678317294,1759215542,1134258566,2943997556,14584059268,14806902469,0.929536057,1500772,1271658
"1365","Jamaica",2013,"leftist","leftist","yes","yes","Latin America and Caribbean",100.2410556,2773129," Jamaican Dollar ",5020,852975780,38978811,877757492,4368231114,3037294430,7526667041,1707966956,1040266719,2867336066,13921072974,14286523752,0.898967964,1512934,1270753
"1366","Jamaica",2014,"leftist","leftist","yes","yes","Latin America and Caribbean",110.9345292,2784543," Jamaican Dollar ",4860,830133657,63293744,871985530,4344147974,3123679294,7434186423,1680631024,1000524073,2900859836,13533263855,13899222826,0.872784217,1524940,1268809
"1367","Jamaica",2015,"leftist","leftist","yes","yes","Latin America and Caribbean",116.8975902,2794445," Jamaican Dollar ",4896,895635783,19481984,941496752,4248187568,3031480239,6558746567,1793828605,981375651,2896977961,13681029582,14197703107,0.872353476,1536713,1265821
"1368","Jamaica",2016,"rightist","rightist","yes","yes","Latin America and Caribbean",125.0950352,2802695," Jamaican Dollar ",4781,928920230,13526101,936765341,4478409525,2996752725,6284261646,1753650291,961590247,2817652122,13399398433,14077102516,0.954831298,1548207,1261708
"1369","Jamaica",2017,"rightist","rightist","yes","yes","Latin America and Caribbean",127.9645442,2808376," Jamaican Dollar ",5094,982099326,58990785,976552182,5132358695,3336737619,7236577814,1901876281,982093751,2882103057,14306810207,14808985267,0.973433068,1559314,1256450
"1370","Jamaica",2018,"rightist","rightist","yes","yes","Latin America and Caribbean",128.8715191,2811835," Jamaican Dollar ",5331,1037006488,4817282,1061389006,6066399359,3667084801,8087836236,2139605681,1028227600,3038392650,14990793474,15730792204,1.332846796,1570061,1250036
"1371","Jamaica",2019,"rightist","rightist","yes","yes","Latin America and Caribbean",133.3121183,2813773," Jamaican Dollar ",5452,1111259044,27829472,1080923428,6021399698,3841981566,8243793375,1967071124,1028795077,3111365012,15339462931,15830762952,1.681525782,1580608,1242663
"1372","Jamaica",2020,"rightist","rightist","yes","yes","Latin America and Caribbean",142.4028328,2820436," Jamaican Dollar ",4735,1199361718,41644101,1063385196,3337809544,2689985393,5820553481,1753132798,816223689,2559982271,13355443190,13812424962,1.706470699,1594017,1236722
"1373","Japan",1990,"rightist","rightist","yes","yes","Asia and Pacific",144.7925,123686321," Yen ",25523,71754645327,11214669268,2.76e+11,3.2e+11,1.08e+12,2.96e+11,9.42e+11,2.53e+11,4.66e+11,3.16e+12,3.13e+12,0.941791766,95496650,27981350
"1374","Japan",1991,"rightist","rightist","yes","yes","Asia and Pacific",134.7066667,124073993," Yen ",29095,76582353725,16452043947,3.07e+11,3.51e+11,1.23e+12,2.97e+11,1.07e+12,2.92e+11,5.66e+11,3.61e+12,3.58e+12,0.940821904,96038630,27925370
"1375","Japan",1992,"rightist","rightist","yes","yes","Asia and Pacific",126.6513333,124444693," Yen ",31682,79757082193,3996010043,3.27e+11,3.79e+11,1.27e+12,2.99e+11,1.13e+12,3.2e+11,6.33e+11,3.94e+12,3.91e+12,0.94831244,96566243,27858757
"1376","Japan",1993,"rightist","rightist","yes","yes","Asia and Pacific",111.1977858,124779576," Yen ",36014,83697708198,-1258118576,3.78e+11,4.04e+11,1.37e+12,3.09e+11,1.24e+12,3.71e+11,7.3e+11,4.49e+12,4.45e+12,0.950663825,97049554,27779446
"1377","Japan",1994,"leftist","leftist","yes","yes","Asia and Pacific",102.2078058,125119269," Yen ",39552,94582795523,1559567772,3.95e+11,4.42e+11,1.53e+12,3.48e+11,1.33e+12,4.26e+11,8.3e+11,4.95e+12,5e+12,0.9228718,97489878,27688122
"1378","Japan",1995,"leftist","leftist","yes","yes","Asia and Pacific",94.05957917,125433969," Yen ",44587,91226221465,18176777051,4.21e+11,4.89e+11,1.72e+12,4.2e+11,1.48e+12,4.89e+11,9.32e+11,5.59e+12,5.55e+12,0.916876617,97888236,27583764
"1379","Japan",1996,"rightist","rightist","yes","yes","Asia and Pacific",108.7790567,125726223," Yen ",39632,81409972391,22218431324,3.79e+11,4.59e+11,1.58e+12,4.4e+11,1.31e+12,4.33e+11,8.12e+11,4.98e+12,4.92e+12,0.911247076,98272808,27484192
"1380","Japan",1997,"rightist","rightist","yes","yes","Asia and Pacific",120.9908625,126027985," Yen ",36114,68640720699,23659637933,3.25e+11,4.66e+11,1.4e+12,4.22e+11,1.2e+12,4.04e+11,7.58e+11,4.55e+12,4.49e+12,0.920437898,98667335,27389665
"1381","Japan",1998,"rightist","rightist","yes","yes","Asia and Pacific",130.9053007,126308390," Yen ",32848,65708569143,12632796316,2.9e+11,4.25e+11,1.21e+12,3.54e+11,1.08e+12,3.82e+11,6.83e+11,4.15e+12,4.1e+12,0.938594775,99095072,27304928
"1382","Japan",1999,"rightist","rightist","yes","yes","Asia and Pacific",113.906805,126555063," Yen ",37082,73065871701,-32527468398,3.23e+11,4.55e+11,1.31e+12,3.86e+11,1.2e+12,4.4e+11,7.79e+11,4.69e+12,4.64e+12,0.945248337,99434460,27196540
"1383","Japan",2000,"rightist","rightist","yes","yes","Asia and Pacific",107.7654983,126803861," Yen ",39748,75413746753,-3463074971,3.31e+11,5.2e+11,1.41e+12,4.52e+11,1.28e+12,4.76e+11,8.02e+11,5.04e+12,4.97e+12,0.91598561,99760751,27082249
"1384","Japan",2001,"rightist","rightist","yes","yes","Asia and Pacific",121.5289475,127065731," Yen ",34964,59824429896,1049132759,2.8e+11,4.41e+11,1.21e+12,4.15e+11,1.08e+12,4.29e+11,7.12e+11,4.44e+12,4.37e+12,0.931672842,101706485,25442515
"1385","Japan",2002,"rightist","rightist","yes","yes","Asia and Pacific",125.3880192,127301750," Yen ",33337,57576473797,-15123454478,2.55e+11,4.54e+11,1.08e+12,4.01e+11,1.01e+12,4.21e+11,6.83e+11,4.24e+12,4.18e+12,0.94035754,104055019,23389981
"1386","Japan",2003,"rightist","rightist","yes","yes","Asia and Pacific",115.9334642,127502352," Yen ",36020,58710399529,-2367737408,2.65e+11,5.18e+11,1.16e+12,4.46e+11,1.09e+12,4.59e+11,7.33e+11,4.59e+12,4.52e+12,0.94004661,106256267,21461733
"1387","Japan",2004,"rightist","rightist","yes","yes","Asia and Pacific",108.1925692,127671288," Yen ",39066,60232417533,15378135604,2.76e+11,6.26e+11,1.25e+12,5.32e+11,1.19e+12,4.97e+11,8.17e+11,4.99e+12,4.89e+12,0.926604016,108136910,19624090
"1388","Japan",2005,"rightist","rightist","yes","yes","Asia and Pacific",110.2182117,127798373," Yen ",38644,53708002611,7309136919,2.61e+11,6.68e+11,1.26e+12,6e+11,1.18e+12,4.89e+11,8.13e+11,4.94e+12,4.83e+12,0.9169168,109856670,17916330
"1389","Japan",2006,"rightist","rightist","yes","yes","Asia and Pacific",116.2993117,127902167," Yen ",36939,49812848563,1512476708,2.47e+11,7.21e+11,1.2e+12,6.61e+11,1.12e+12,4.73e+11,7.48e+11,4.72e+12,4.6e+12,0.902988432,111383848,16470152
"1390","Japan",2007,"rightist","rightist","yes","yes","Asia and Pacific",117.7535292,128006426," Yen ",36874,48241441596,16652579450,2.3e+11,7.92e+11,1.18e+12,7.11e+11,1.13e+12,4.76e+11,7.27e+11,4.72e+12,4.58e+12,0.884987382,112827761,15173239
"1391","Japan",2008,"rightist","rightist","yes","yes","Asia and Pacific",103.359494,128077633," Yen ",40943,53829597905,29453511072,2.51e+11,8.8e+11,1.32e+12,8.63e+11,1.22e+12,5.31e+11,8.28e+11,5.24e+12,5.11e+12,0.907855046,114107975,13955025
"1392","Japan",2009,"centrist","centrist","yes","yes","Asia and Pacific",93.57008909,128117042," Yen ",42324,57249063801,-54011918224,2.66e+11,6.57e+11,1.2e+12,6.33e+11,1.17e+12,5.46e+11,8.46e+11,5.42e+12,5.29e+12,0.972969566,115228215,12818785
"1393","Japan",2010,"leftist","leftist","yes","yes","Asia and Pacific",87.779875,128105431," Yen ",46153,63826702875,-1690592519,2.67e+11,8.59e+11,1.3e+12,7.82e+11,1.36e+12,5.83e+11,9.17e+11,5.91e+12,5.76e+12,0.949032561,116302928,11767072
"1394","Japan",2011,"centrist","centrist","yes","yes","Asia and Pacific",79.80701983,128007257," Yen ",50110,67334928823,11805978998,2.96e+11,9.21e+11,1.47e+12,9.61e+11,1.37e+12,6.26e+11,1.02e+12,6.41e+12,6.23e+12,0.97482355,116416235,11416765
"1395","Japan",2012,"rightist","rightist","yes","yes","Asia and Pacific",79.79045542,127853688," Yen ",50413,70429476441,14506747630,2.94e+11,9.04e+11,1.51e+12,1.01e+12,1.37e+12,6.4e+11,1.03e+12,6.45e+12,6.27e+12,0.956761842,116331281,11297719
"1396","Japan",2013,"rightist","rightist","yes","yes","Asia and Pacific",97.59565828,127678924," Yen ",42228,55600834051,-7240076172,2.6e+11,8.23e+11,1.27e+12,9.48e+11,1.13e+12,5.29e+11,8.57e+11,5.39e+12,5.21e+12,0.940538501,116262976,11182024
"1397","Japan",2014,"rightist","rightist","yes","yes","Asia and Pacific",105.944781,127476735," Yen ",39843,48803725389,-2359719823,2.49e+11,8.53e+11,1.23e+12,9.8e+11,1.09e+12,5.04e+11,7.78e+11,5.08e+12,4.9e+12,0.957800922,116208079,11067921
"1398","Japan",2015,"rightist","rightist","yes","yes","Asia and Pacific",121.0440257,127250933," Yen ",36304,45965919991,8618351828,2.3e+11,7.75e+11,1.12e+12,8e+11,1.04e+12,4.55e+11,6.85e+11,4.62e+12,4.44e+12,0.947283519,116182717,10958283
"1399","Japan",2016,"rightist","rightist","yes","yes","Asia and Pacific",108.7929,126993857," Yen ",40772,56290438047,3748406374,2.69e+11,8.03e+11,1.24e+12,7.63e+11,1.16e+12,5.11e+11,7.74e+11,5.18e+12,5e+12,0.929516816,116219897,10856103
"1400","Japan",2017,"rightist","rightist","yes","yes","Asia and Pacific",112.1661411,126662472," Yen ",40369,55641568300,10230359973,2.69e+11,8.67e+11,1.24e+12,8.3e+11,1.16e+12,5.01e+11,7.69e+11,5.11e+12,4.93e+12,0.913229492,116223820,10748180
"1401","Japan",2018,"rightist","rightist","yes","yes","Asia and Pacific",110.4231793,126255866," Yen ",41429,52615764504,18854736953,2.7e+11,9.23e+11,1.29e+12,9.22e+11,1.19e+12,5.14e+11,7.69e+11,5.23e+12,5.04e+12,0.962497357,116179166,10631834
"1402","Japan",2019,"rightist","rightist","yes","yes","Asia and Pacific",109.0096659,125791677," Yen ",42320,52919160446,12487883425,2.79e+11,8.94e+11,1.32e+12,9.09e+11,1.19e+12,5.22e+11,7.61e+11,5.32e+12,5.12e+12,0.992231466,116119928,10513072
"1403","Japan",2020,"rightist","rightist","yes","yes","Asia and Pacific",106.7745823,125244761," Yen ",41701,52632376366,2566153800,2.98e+11,7.84e+11,1.28e+12,7.96e+11,1.16e+12,4.76e+11,7.25e+11,5.22e+12,5.04e+12,1.01744793,115884871,10376129
"1404","Kazakhstan",1995,"centrist","leftist","no","no","Eastern Europe and Central Asia",60.95,16434324," Tenge ",1239,2534226458,54612879,1247841884,8010827902,4793219977,8951125196,4704397558,2192416284,3706884727,20369722146,20554360574,1.032421663,9355883,7374653
"1405","Kazakhstan",1996,"centrist","leftist","no","no","Eastern Europe and Central Asia",67.30333333,16144247," Tenge ",1292,2556249319,-227049676,870132502,7418919320,3396485563,7573731861,4924568161,2372342329,3803377526,20852965678,21035357833,1.20199446,9183618,7232409
"1406","Kazakhstan",1997,"centrist","leftist","no","no","Eastern Europe and Central Asia",75.4375,15820432," Tenge ",1382,2528418890,-145031317,881251367,7739646727,3457489975,8299522121,5484993538,2592593869,3632436123,21856023861,22165932063,1.112939006,8978445,7064806
"1407","Kazakhstan",1998,"centrist","leftist","no","no","Eastern Europe and Central Asia",78.30333333,15474254," Tenge ",1411,1896059768,18988975,1092916436,6716763867,3498338938,7716342003,5395949087,3057166149,3498589247,21837309182,22135245413,1.149738283,8760569,6887216
"1408","Kazakhstan",1999,"centrist","leftist","no","no","Eastern Europe and Central Asia",119.5233333,15256255," Tenge ",1071,1667907800,269332348,800441197,7163702485,2998996849,6768075132,4761304627,2034719023,2388802186,16345577433,16870817135,0.819607059,8659153,6796721
"1409","Kazakhstan",2000,"centrist","leftist","no","no","Eastern Europe and Central Asia",142.1333333,15236253," Tenge ",1126,1483623827,150133677,946824343,10353710600,3317992964,8980867261,5963126876,2100242730,2379808396,17149675891,18291990619,0.78464508,8695809,6805294
"1410","Kazakhstan",2001,"centrist","leftist","no","no","Eastern Europe and Central Asia",146.7358333,15281285," Tenge ",1375,1932784880,696889081,1211374181,10166980799,5953850400,10401584707,6795013034,2470776850,2806580306,21012821681,22152689130,0.999817479,8748942,6826608
"1411","Kazakhstan",2002,"centrist","leftist","no","no","Eastern Europe and Central Asia",153.2791667,15338963," Tenge ",1533,1969915459,804636420,1561597738,11576895534,6722766195,11589313399,7260997853,2856043711,3166144562,23507252018,24636596624,0.998337702,8805941,6850736
"1412","Kazakhstan",2003,"centrist","leftist","no","no","Eastern Europe and Central Asia",149.5758333,15416712," Tenge ",1887,2424208456,820988239,1846424612,14928755871,7925478158,13272767103,8968575137,3816084372,3850658807,29088629513,30833690826,1.029927459,8868452,6878928
"1413","Kazakhstan",2004,"centrist","leftist","no","no","Eastern Europe and Central Asia",136.035,15521923," Tenge ",2596,3073673687,529863638,2615711398,22654791782,11353695740,18947365751,12639190649,5081404050,5757710148,40298967178,43151644797,0.988239741,8937905,6912254
"1414","Kazakhstan",2005,"centrist","leftist","no","no","Eastern Europe and Central Asia",132.88,15656248," Tenge ",3306,3638505418,1716661650,4477620409,30386570590,17691074654,25458960716,17016882149,6749053281,7269516105,51757262191,57123671734,1.036321239,9016078,6952039
"1415","Kazakhstan",2006,"centrist","leftist","no","no","Eastern Europe and Central Asia",126.0894306,15822748," Tenge ",4522,4451838648,2999030120,7940546607,41291961404,27460953585,32788929903,23939706815,9349173795,9904882546,71550953639,81003864916,0.978998796,9104397,6999319
"1416","Kazakhstan",2007,"centrist","leftist","no","no","Eastern Europe and Central Asia",122.5541667,16006136," Tenge ",5741,5934810866,5776368273,9899434944,51704450957,37249716792,44926943324,29661384014,12089641995,13889458403,91893285282,1.05e+11,1.296876822,9203046,7054168
"1417","Kazakhstan",2008,"centrist","leftist","no","no","Eastern Europe and Central Asia",120.2991667,16196517," Tenge ",7046,7093498847,887795011,10795589329,76257078533,36705108791,49571463920,42914998857,14705687903,17437543901,1.14e+11,1.33e+11,1.154668506,9310883,7115642
"1418","Kazakhstan",2009,"centrist","leftist","no","no","Eastern Europe and Central Asia",147.4966667,16402369," Tenge ",6261,7087888992,1871269407,9095046216,48243335669,33917546159,39121522068,35219793216,12707819386,15046685801,1.03e+11,1.15e+11,1.103033241,9432594,7187252
"1419","Kazakhstan",2010,"centrist","leftist","no","no","Eastern Europe and Central Asia",147.355,16627837," Tenge ",7739,6677717078,1548851413,11404448441,65502334498,37564867158,44257402192,48706358115,16464114553,20516129755,1.29e+11,1.48e+11,1.014415565,9567854,7268956
"1420","Kazakhstan",2011,"centrist","leftist","no","no","Eastern Europe and Central Asia",146.6208333,16864917," Tenge ",9778,9610084515,2953818295,12389859331,89503237034,44300515502,51341105686,59394488505,17978404160,27683050953,1.65e+11,1.93e+11,0.936513585,9710555,7355447
"1421","Kazakhstan",2012,"centrist","leftist","no","no","Eastern Europe and Central Asia",149.1125,17102864," Tenge ",10518,8919665353,5047093302,12847294492,91747467851,52477332216,61596840640,62662120882,20826388800,32875331713,1.8e+11,2.08e+11,1.046906371,9859808,7446298
"1422","Kazakhstan",2013,"centrist","leftist","no","no","Eastern Europe and Central Asia",152.1291667,17345732," Tenge ",12192,10656947221,6359359755,14101493796,91381274246,58140188327,63395763030,65641567089,24207712306,37646661883,2.11e+11,2.37e+11,1.078084604,10015282,7541220
"1423","Kazakhstan",2014,"centrist","leftist","no","no","Eastern Europe and Central Asia",179.1916667,17592298," Tenge ",11299,9586305167,9375482305,13159059480,87108795238,57103634284,56749434218,60371794633,23158578059,37385973492,1.99e+11,2.21e+11,1.041692133,10176306,7639979
"1424","Kazakhstan",2015,"centrist","leftist","no","no","Eastern Europe and Central Asia",221.7283333,17835909," Tenge ",9719,8685703225,9268088878,11039347400,52581502890,51458960289,45236045611,45853301863,20711651646,33438220044,1.73e+11,1.84e+11,1.109721547,10342517,7741652
"1425","Kazakhstan",2016,"centrist","leftist","no","no","Eastern Europe and Central Asia",342.16,18078553," Tenge ",6874,6254406126,7012613982,8062778817,43714755378,38201238310,39079991232,35838540157,14187588263,24630643851,1.24e+11,1.37e+11,0.933551765,10515732,7847868
"1426","Kazakhstan",2017,"centrist","leftist","no","no","Eastern Europe and Central Asia",326.0010227,18314814," Tenge ",8105,7534591700,7764711223,9132229633,54041326474,43957466084,40746709286,44788117466,17002819358,30020240176,1.48e+11,1.67e+11,0.831894968,10694271,7957660
"1427","Kazakhstan",2018,"centrist","leftist","no","no","Eastern Europe and Central Asia",344.7058333,18538099," Tenge ",8480,7883530933,7319556723,9532518984,67477058265,45298072124,46453964661,50539559286,18126070103,32115393850,1.57e+11,1.79e+11,0.835625758,10872686,8060041
"1428","Kazakhstan",2019,"centrist","no information","no","no","Eastern Europe and Central Asia",382.7473106,18754258," Tenge ",8458,8113866810,7557612868,9957736330,66197682121,50190237704,51629140826,50044747459,18130532358,32872062720,1.59e+11,1.82e+11,1.020916367,11053178,8156377
"1429","Kazakhstan",2020,"centrist","no information","no","no","Eastern Europe and Central Asia",412.9533333,18979243," Tenge ",8219,9223533975,6994417448,10376722874,52229577192,49283554235,45332611433,46247771500,15728713818,31211210952,1.56e+11,1.71e+11,0.907188676,11235532,8246585
"1430","Kenya",1990,"rightist","rightist","yes","no","Sub-Saharan Africa",22.91476667,23162269," Kenyan Shilling ",565,2163306130,1365985,423720260,2172963038,2442509342,2665751504,3141098472,1195937828,872576387,13096796032,13873931205,2.888214958,3834061,19058590
"1431","Kenya",1991,"rightist","rightist","yes","no","Sub-Saharan Africa",27.50786667,23918235," Kenyan Shilling ",514,1888466436,1197377,429899324,2140471775,2141022476,2290080384,3066315177,1136188325,868727476,12282625129,13077674589,2.35425809,4030075,19616439
"1432","Kenya",1992,"rightist","rightist","yes","no","Sub-Saharan Africa",32.21683333,24655723," Kenyan Shilling ",497,1855124464,1048712,438543904,2092148587,1875195850,2131987546,2778503451,1293015976,993146437,12246452271,12927612990,1.900746762,4228406,20154054
"1433","Kenya",1993,"rightist","rightist","yes","no","Sub-Saharan Africa",58.00133333,25391830," Kenyan Shilling ",325,1360249850,751751,272920009,2263110982,1344200947,2040467630,1793673021,783784288,698553939,8263431361,8975380759,1.837741595,4431928,20685260
"1434","Kenya",1994,"rightist","rightist","yes","no","Sub-Saharan Africa",56.050575,26133744," Kenyan Shilling ",411,1690196573,1041166,313510546,2572730135,1861702694,2407545148,2322263923,1032633325,978747889,10741384941,11421131451,1.641252808,4641872,21215258
"1435","Kenya",1995,"rightist","rightist","yes","no","Sub-Saharan Africa",51.42983333,26878347," Kenyan Shilling ",523,2420532947,1493040,369915931,2886734971,2669695259,3484670932,2743584222,1350849426,1327921143,14065917637,14710351675,1.646716231,4858278,21743473
"1436","Kenya",1996,"rightist","rightist","yes","no","Sub-Saharan Africa",57.11486667,27615736," Kenyan Shilling ",466,2350270952,1411446,363608249,2937695048,2523797935,3399447773,2966759130,1423401130,1493756874,12874986860,15052782513,1.417954703,5080281,22263930
"1437","Kenya",1997,"rightist","rightist","yes","no","Sub-Saharan Africa",58.73184167,28364264," Kenyan Shilling ",494,2576110002,1477179,404534546,2893176462,2641334788,3701451881,3084113945,1484518255,1610414059,14025383557,16387022819,1.340638598,5310672,22791096
"1438","Kenya",1998,"rightist","rightist","yes","no","Sub-Saharan Africa",60.3667,29137373," Kenyan Shilling ",520,2773840080,1616997,486868792,2794095136,2891342016,3737824160,3151846465,1568331424,1637855562,15165453397,17621747563,1.220122519,5552862,23335195
"1439","Kenya",1999,"rightist","rightist","yes","no","Sub-Saharan Africa",70.32621667,29965129," Kenyan Shilling ",462,2629362191,1471641,516743389,2657094643,2631431908,3329187997,2659969927,1388565742,1484691587,13847072101,16090921586,1.186974148,5812881,23920527
"1440","Kenya",2000,"rightist","rightist","yes","no","Sub-Saharan Africa",76.17554167,30851606," Kenyan Shilling ",443,2585582334,1553793,472580231,2740510871,2778328626,3756415963,2708899753,1483279881,1498407747,13662365566,15846155138,1.313742032,6095484,24547406
"1441","Kenya",2001,"rightist","rightist","yes","no","Sub-Saharan Africa",78.563195,31800343," Kenyan Shilling ",443,2526350805,1725244,531894779,2788476867,3084898457,4307278732,2696274310,1674075307,1556491337,14090958238,16323060116,1.504754902,6399404,25219766
"1442","Kenya",2002,"rightist","rightist","yes","no","Sub-Saharan Africa",78.74914167,32779823," Kenyan Shilling ",435,2375536078,1658839,539792621,3020297194,2966160537,3898984037,2763392834,1785983241,1552260407,14250347674,16533567243,1.632407811,6718804,25911004
"1443","Kenya",2003,"rightist","rightist","yes","no","Sub-Saharan Africa",75.93556944,33767122," Kenyan Shilling ",481,2686682629,1727761,651271746,3460837125,3089398240,4371329021,3127462849,1951034413,1669968574,16231132671,18738176034,1.650099843,7049468,26602755
"1444","Kenya",2004,"rightist","rightist","yes","no","Sub-Saharan Africa",79.17387606,34791836," Kenyan Shilling ",503,2802901844,1915404,797260813,4125700167,3424921961,5385452147,3407108226,2247392234,1955425188,17494201245,20235248868,1.614194237,7397437,27316018
"1445","Kenya",2005,"rightist","rightist","yes","no","Sub-Saharan Africa",75.55410945,35843010," Kenyan Shilling ",569,3173279065,2564501,975205334,5089086331,4585568930,6784552951,4160607279,2725887864,2300839155,20410525415,23559284294,1.690587014,7758888,28037596
"1446","Kenya",2006,"rightist","rightist","yes","no","Sub-Saharan Africa",72.10083502,36925253," Kenyan Shilling ",666,3743714805,3142752,1164061779,5935982889,5619535163,8329125043,4779502080,3375984796,2828636078,24577143293,28292616093,1.45517741,8135489,28768519
"1447","Kenya",2007,"rightist","rightist","yes","no","Sub-Saharan Africa",67.31763812,38036793," Kenyan Shilling ",780,4647877274,3997220,1451693778,7004915633,7147405235,10218884806,5872120288,4345253667,3670669856,29680885440,35011388088,1.54791228,8527749,29508600
"1448","Kenya",2008,"leftist","rightist","no","no","Sub-Saharan Africa",69.17531982,39186895," Kenyan Shilling ",851,5628796336,4242320,1520194175,8138888065,7585666220,12529031227,6424780623,5087397975,3929576636,33329047053,39324987480,1.615850294,8939048,30267303
"1449","Kenya",2009,"leftist","rightist","no","no","Sub-Saharan Africa",77.3520123,40364444," Kenyan Shilling ",1040,6883531619,306420347,1442352081,7954480358,8046329688,11499700830,6343862066,4769193813,5085054008,41996810067,42347217644,1.365075717,9367993,31040898
"1450","Kenya",2010,"leftist","rightist","no","no","Sub-Saharan Africa",79.2331517,41517895," Kenyan Shilling ",1081,7976746094,187483557,1741495039,9140289411,9654955301,13743057377,6692460879,4829592779,5321076137,44861849235,45405615233,1.369985258,9805198,31793369
"1451","Kenya",2011,"leftist","rightist","no","no","Sub-Saharan Africa",88.81076997,42635144," Kenyan Shilling ",1087,8855846351,551276133,1902021393,10104733078,10258548970,17275014905,7313873294,4952229618,5056141859,46335763749,46869475981,1.379743046,10248776,32509685
"1452","Kenya",2012,"leftist","rightist","no","no","Sub-Saharan Africa",84.52960176,43725806," Kenyan Shilling ",1286,10619342772,346501003,2381565846,11205420708,12515479132,17915544892,8481354792,6939275982,5716369155,56244638082,56770638927,1.48957729,10698213,33190090
"1453","Kenya",2013,"rightist","rightist","yes","no","Sub-Saharan Africa",86.1228789,44792368," Kenyan Shilling ",1363,11481092900,1002603792,2653538138,10978239895,13823259164,18296308370,9113563760,7963481568,6068638415,61068581835,61671463703,1.395396508,11154025,33832766
"1454","Kenya",2014,"rightist","rightist","yes","yes","Sub-Saharan Africa",87.92216381,45831863," Kenyan Shilling ",1471,12528967586,729443134,3236984924,11243142027,17040837928,20278676590,9761949721,9564383298,6534731333,67403640128,68285825097,1.199433367,11614634,34436806
"1455","Kenya",2015,"rightist","rightist","yes","yes","Sub-Saharan Africa",98.17845333,46851488," Kenyan Shilling ",1479,13652179434,8666557,3542849342,10608334514,15498998941,17669402666,9705825785,9178687352,6558259870,69307898744,70120543426,1.203169408,12081974,35006552
