"","Country","Year","hog_ideology","leader_ideology","match_hog_leader","democracy","region","AMA.exchange.rate","IMF.based.exchange.rate","Population","Currency","Per.capita.GNI","X.Agriculture..hunting..forestry..fishing..ISIC.A.B..","Changes.in.inventories","Construction..ISIC.F.","Exports.of.goods.and.services","Final.consumption.expenditure","General.government.final.consumption.expenditure","Gross.capital.formation","Gross.fixed.capital.formation..including.Acquisitions.less.disposals.of.valuables.","Household.consumption.expenditure..including.Non.profit.institutions.serving.households.","Imports.of.goods.and.services","Manufacturing..ISIC.D.","X.Mining..Manufacturing..Utilities..ISIC.C.E..","Other.Activities..ISIC.J.P.","Total.Value.Added","X.Transport..storage.and.communication..ISIC.I..","X.Wholesale..retail.trade..restaurants.and.hotels..ISIC.G.H..","Gross.National.Income.GNI..in.USD","Gross.Domestic.Product..GDP.","Military expenditure (% of GDP)"
"1427","Ecuador",1993,"rightist","rightist","yes","yes","Latin America and Caribbean",1,1,11132829," US Dollar ",1632,4430042000,513728000,502388000,3792634000,15526168000,2007248000,3989799000,3476071000,13518920000,4379353000,4238828000,4908099000,4712541000,18223735000,1127337000,2543328000,18172190837,18929248000,1.821421501
"1428","Ecuador",1994,"rightist","rightist","yes","yes","Latin America and Caribbean",1,1,11347652," US Dollar ",1846,5026536000,786548000,596288000,4602975000,18596331000,2486898000,4831413000,4044865000,16109433000,5333400000,5184625000,5815719000,5852531000,21887046000,1542927000,3053045000,20949115958,22697319000,1.559343468
"1429","Ecuador",1995,"rightist","rightist","yes","yes","Latin America and Caribbean",1,1,11561683," US Dollar ",1964,5351098000,608560000,620004000,5198404000,20394359000,2738460000,4841340000,4232780000,17655899000,6013435000,5412736000,6007893000,6928998000,23653813000,1881768000,2864052000,22702079254,24420668000,2.34132011
"1430","Ecuador",1996,"leftist","leftist","yes","yes","Latin America and Caribbean",1,1,11775221," US Dollar ",1995,5231874000,449899000,508560000,5615937000,20456272000,2742108000,4674084000,4224185000,17714164000,5532513000,5622951000,6341005000,7374399000,24552471000,1722656000,3373977000,23487575682,25213780000,1.950397527
"1431","Ecuador",1997,"leftist","leftist","yes","yes","Latin America and Caribbean",1,1,11987838," US Dollar ",2179,5660212000,912533000,778455000,6061645000,22979551000,3172083000,5716556000,4804023000,19807468000,6609780000,5747921000,6504370000,8471711000,27069536000,1902649000,3752139000,26123624246,28147972000,2.104171235
"1432","Ecuador",1998,"centrist","centrist","yes","yes","Latin America and Caribbean",1,1,12199693," US Dollar ",2104,4887656000,1426224000,1012961000,5004004000,23385518000,3102479000,6711083000,5284859000,20283039000,7132699000,5572889000,6207321000,8528650000,26675158000,2127918000,3910652000,25663944514,27967906000,2.357234865
"1433","Ecuador",1999,"centrist","centrist","yes","yes","Latin America and Caribbean",1,1,12412046," US Dollar ",1381,3450214000,583374000,704943000,5179349000,15083502000,2310608000,3854137000,3270763000,12772894000,4481538000,4176055000,4946204000,5242168000,18824552000,1683505000,2797518000,17138149847,19635450000,1.751925046
"1434","Ecuador",2000,"centrist","centrist","yes","yes","Latin America and Caribbean",1,1,12626507," US Dollar ",1325,2821897000,414722000,906170000,5885315000,13543108000,1712862000,3897964000,3483242000,11830246000,5007786000,4099591000,5252103000,3694979000,17272627000,1635417000,2962061000,16731673331,18318601000,1.452075953
"1435","Ecuador",2001,"centrist","centrist","yes","yes","Latin America and Caribbean",1,1,12845521," US Dollar ",1778,3097021000,806894000,1416427000,5682217000,20051882000,2311996000,5468473000,4661579000,17739886000,6734248000,4633641000,5691523000,5429224000,22532199000,2828143000,4069861000,22843465229,24468324000,1.569375982
"1436","Ecuador",2002,"centrist","centrist","yes","yes","Latin America and Caribbean",1,1,13070609," US Dollar ",2069,3206310000,860174000,1731878000,6135846000,23606958000,2807058000,6766779000,5906605000,20799900000,7960638000,5016198000,6492492000,7453846000,26239842000,3032711000,4322605000,27041940584,28548945000,1.768891985
"1437","Ecuador",2003,"leftist","leftist","yes","yes","Latin America and Caribbean",1,1,13301184," US Dollar ",2307,3516792000,112769000,1896306000,7329307000,26742604000,3474828000,6353452000,6240683000,23267776000,7992504000,5260762000,7184667000,9533086000,30171253000,3439094000,4601308000,30688840981,32432859000,2.278553365
"1438","Ecuador",2004,"leftist","leftist","yes","yes","Latin America and Caribbean",1,1,13534593," US Dollar ",2546,3546435000,182027000,2415654000,8984844000,29770074000,3982766000,7391152000,7209125000,25787308000,9554409000,5524927000,8456352000,11187596000,34198165000,3757082000,4835046000,34459281532,36591661000,1.940332799
"1441","Ecuador",2007,"leftist","leftist","yes","yes","Latin America and Caribbean",1,1,14251835," US Dollar ",3436,4772112000,987281000,4016663000,16287685000,38775487000,5574209000,11581228000,10593947000,33201278000,15636623000,7003937000,13559664000,15468823000,48510903000,4472624000,6221017000,48973356000,51007777000,2.56823582
"1442","Ecuador",2008,"leftist","leftist","yes","yes","Latin America and Caribbean",1,1,14496797," US Dollar ",4159,5537442000,2479106000,5394324000,21100364000,45298051000,7306788000,16297620000,13818514000,37991263000,20933400000,8464608000,18025638000,17957627000,59550902000,4945988000,7689883000,60290373000,61762635000,2.665041736
"1443","Ecuador",2009,"leftist","leftist","yes","yes","Latin America and Caribbean",1,1,14742766," US Dollar ",4154,6198165000,1771899000,5927782000,15785663000,47494560000,8581275000,16029588000,14257689000,38913285000,16790125000,8677243000,14339609000,19739634000,59013275000,5102143000,7705942000,61241510000,62519686000,3.117418088
"1444","Ecuador",2010,"leftist","leftist","yes","yes","Latin America and Caribbean",1,1,14989585," US Dollar ",4574,6769906000,2373567000,6501177000,19402439000,53193172000,9181067000,19501456000,17127889000,44012105000,22541700000,9321734000,17651358000,21640818000,66499460000,5382652000,8553549000,68569173000,69555367000,3.010551292
"1445","Ecuador",2011,"leftist","leftist","yes","yes","Latin America and Caribbean",1,1,15237728," US Dollar ",5123,7611445000,1839569000,8106494000,24671849000,58748321000,10091166000,22310355000,20470786000,48657155000,26453861000,10338482000,21728993000,23753416000,76536215000,5508162000,9827705000,78067843000,79276664000,3.095110057
"1446","Ecuador",2012,"leftist","leftist","yes","yes","Latin America and Caribbean",1,1,15483883," US Dollar ",5592,7598802000,731524000,9378602000,26522271000,64735024000,11726752000,24439362000,23707838000,53008272000,27772113000,11390409000,23817551000,26602106000,83856171000,5773594000,10685516000,86587424000,87924544000,2.945452865
"1447","Ecuador",2013,"leftist","leftist","yes","yes","Latin America and Caribbean",1,1,15722989," US Dollar ",5957,8342246000,868955000,10012663000,27243506000,70265165000,13323278000,27080615000,26211660000,56941887000,29459627000,12407628000,25324322000,28679376000,90533862000,6321047000,11854208000,93662124000,95129659000,2.875890683
"1448","Ecuador",2014,"leftist","leftist","yes","yes","Latin America and Caribbean",1,1,15957994," US Dollar ",6275,9284062000,1119008000,10891167000,28536122000,74555251000,14542955000,28803239000,27684231000,60012296000,30168281000,14002443000,26522581000,31132895000,96894741000,6464872000,12599164000,1e+11,1.02e+11,2.739230809
"1449","Ecuador",2015,"leftist","leftist","yes","yes","Latin America and Caribbean",1,1,16195902," US Dollar ",6020,9387758000,288967000,11125419000,21107369000,75319038000,14327128000,26679423000,26390456000,60991910000,23815449000,14321156000,20520538000,31950491000,92042505000,6757017000,12301282000,97501257000,99290381000,2.616074159
"1450","Ecuador",2016,"leftist","leftist","yes","yes","Latin America and Caribbean",1,1,16439585," US Dollar ",5963,9513086000,-117316000,11975950000,19492639000,74486286000,14596594000,24963472000,25080788000,59889692000,19004701000,14541423000,20027108000,32437317000,93038286000,7329731000,11755094000,98028639000,99937696000,2.5147668
"1451","Ecuador",2017,"leftist","leftist","yes","yes","Latin America and Caribbean",1,1,16696944," US Dollar ",6100,9730031000,912967000,12087372000,21727767000,77675205000,15197218000,27409223000,26496256000,62477987000,22516333000,14983046000,21833384000,33927435000,97082733000,7319034000,12185477000,1.02e+11,1.04e+11,2.361263384
"1452","Ecuador",2018,"leftist","leftist","yes","yes","Latin America and Caribbean",1,1,17015672," US Dollar ",6148,9626014000,1252749000,12125116000,24314052000,80031510000,15829210000,28770433000,27517684000,64202300000,25553987000,15000385000,22878385000,35342646000,99955953000,7505941000,12477851000,1.05e+11,1.08e+11,2.370167727
"1453","Ecuador",2019,"leftist","leftist","yes","yes","Latin America and Caribbean",1,1,17343740," US Dollar ",6050,9514079000,1098459000,11816602000,24917131000,80080014000,15583493000,28006467000,26908008000,64496521000,24895603000,15858208000,23537226000,35793499000,1.01e+11,7876058000,12334113000,1.05e+11,1.08e+11,2.170051989
"1454","Ecuador",2020,"leftist","leftist","yes","yes","Latin America and Caribbean",1,1,17588595," US Dollar ",5482,9772958000,820659000,9403237000,21702981000,75077719000,16240791000,21889374000,21068715000,58836928000,19378950000,16392070000,21104696000,34670772000,93177638000,7159247000,11066728000,96426857000,99291124000,2.373122496
"1455","Egypt",1990,"leftist","leftist","no","no","Middle East and North Africa",2.722345373,1.55,57214630," Egyptian Pound ",613,6495768143,1987498290,1841985535,7906876750,29776291024,3967448131,11213876660,9226378370,25808842893,12902021532,6017836484,8050174199,6595867134,33369475591,3070249386,7315431194,35072735410,35995022902,3.467699536
"1456","Egypt",1991,"leftist","leftist","no","no","Middle East and North Africa",3.138008333,3.138008333,58611032," Egyptian Pound ",662,6343220529,-232937095,1859937748,11012746216,33831043341,3918468161,8528843129,8761780223,29912575181,14172718523,6198724792,10619369027,6367421786,36780215586,3851558804,7738707692,38815340661,39199914163,3.611744704
"1457","Egypt",1992,"leftist","leftist","no","no","Middle East and North Africa",3.321748333,3.321748333,59989142," Egyptian Pound ",757,6951233678,67242889,2042838976,13489596016,41070611907,4078281234,8276591026,8209348136,36992330673,17047753502,7198015082,12359243048,7108918253,42189869799,4764831133,8962804710,45433173874,45789045447,3.215500632
"1458","Egypt",1993,"leftist","leftist","no","no","Middle East and North Africa",3.3525175,3.3525175,61382200," Egyptian Pound ",815,8141324671,587087235,2366373487,13078998948,42726904296,5218553197,10045714903,9458627669,37508351099,15231652142,8138991627,13744963746,10237731605,48713964626,5308009036,8915562081,49998228523,50619966005,3.097736992
"1459","Egypt",1994,"leftist","leftist","no","no","Middle East and North Africa",3.385133333,3.385133333,62775847," Egyptian Pound ",898,9077221019,678335742,2805686497,12759172297,47968027496,5814306363,11660914428,10982578686,42153721133,15860135690,9252163825,15002170740,11727769557,53792271923,5796218222,9571351924,56395094497,56527978531,3.153934651
"1460","Egypt",1995,"leftist","leftist","no","no","Middle East and North Africa",3.392208333,3.392208333,64166908," Egyptian Pound ",1027,10557024094,644686632,3129227111,14827792529,55894330969,6930381291,13248310282,12603623650,48963949678,18212397346,10978646274,17421560198,13848641622,62917228464,6489028851,11699027294,65911940152,65758036434,3.082036234
"1461","Egypt",1996,"leftist","leftist","no","no","Middle East and North Africa",3.391483333,3.391483333,65565195," Egyptian Pound ",1129,10180335179,3346159213,3020877963,13596799151,60689464981,7182926041,16901319034,13555159821,53506538940,17226219112,14823402908,20875878799,16450863705,70565977372,6647601661,13390420066,74026797288,73961364055,2.97481187
"1462","Egypt",1997,"leftist","leftist","no","no","Middle East and North Africa",3.38875,3.38875,66993728," Egyptian Pound ",1220,10861827624,728000325,3448816019,15514514714,70098096714,8064134441,15119330737,14391330412,62033962273,19160186123,16894089994,23833283741,17927468163,78372613146,7462918687,14838298911,81759992886,81571756042,2.841485218
"1463","Egypt",1998,"leftist","leftist","no","no","Middle East and North Africa",3.388,3.388,68446011," Egyptian Pound ",1280,12059074870,1676642852,3697045026,14622208453,76589090842,8722909530,17902054195,16225411343,67866181312,21967055366,15966691384,22936878239,20281239937,81142880099,7296084725,14872557303,87584953036,87146298124,2.659383291
"1464","Egypt",1999,"leftist","leftist","no","no","Middle East and North Africa",3.39525,3.39525,69907887," Egyptian Pound ",1321,12603455418,967959977,4283430931,14348782919,81247238699,9726568892,17413659410,16445699432,71520669808,21103564719,16188237876,22383582627,22727950669,85048734059,7889772776,15160541639,92323179450,91906116309,2.569767478
"1465","Egypt",2000,"leftist","leftist","no","no","Middle East and North Africa",3.47205,3.47205,71371371," Egyptian Pound ",1339,12432164271,664327566,4248089742,18239264122,84114771368,10588567941,16976184014,16311856448,73526203427,23646575085,16127969233,25654448340,24379784060,89812875924,7635281035,15463108478,95564115260,95683644418,2.55126514
"1466","Egypt",2001,"leftist","leftist","no","no","Middle East and North Africa",3.973,3.973,72854261," Egyptian Pound ",1243,10879431367,626505564,4121770990,18548288425,78883119704,10692184305,15047256367,14420750803,68190935399,21754323652,14879691550,24873138841,23514834351,85689849788,7758584279,14542089961,90573699020,90724340844,2.98556856
"1467","Egypt",2002,"leftist","leftist","no","no","Middle East and North Africa",4.499666667,4.499666667,74393759," Egyptian Pound ",1152,10153277322,593527079,3659708368,16830976158,74747476592,10561152518,14815332579,14221805500,64186324074,19872055189,13948777796,24060819995,20869925018,80981851731,7597416142,14640704887,85715558107,86521730139,3.278454797
"1468","Egypt",2003,"leftist","leftist","no","no","Middle East and North Africa",5.850875,5.850875,75963322," Egyptian Pound ",969,9110019750,712434455,3154983730,16128373273,61395299331,8579589207,13447754488,12735320033,52815710123,16894991496,11535610702,20816354636,17252512569,69298018416,6961926323,12002221407,73590587807,74076435595,3.17728527
"1469","Egypt",2004,"leftist","leftist","no","no","Middle East and North Africa",6.196241667,6.196241667,77522427," Egyptian Pound ",1014,10421929672,560164649,2874797427,22792018946,65922061247,8806042557,12857119812,12296955163,57116018691,22383794888,13609178404,24633703287,18683123335,74489535270,7524121895,10351859653,78585069202,79187405118,2.877531237
"1470","Egypt",2005,"leftist","leftist","no","no","Middle East and North Africa",5.778833333,5.778833333,79075310," Egyptian Pound ",1182,12895918086,616750947,3713343968,29555835799,79334120562,10505546112,16613541606,15996790660,68828574450,31047176160,15540156558,29389931541,20816591241,89796404400,10261821599,12718797964,93448075313,94456321807,2.714220407
"1471","Egypt",2006,"leftist","leftist","no","no","Middle East and North Africa",5.733166667,5.733166667,80629670," Egyptian Pound ",1330,14261961104,660873631,4144829792,34681790203,90095139279,11558585963,20823886807,20163013176,78536553316,37859312175,17214465537,34808825838,23333998081,1.01e+11,10446547865,14369127010,1.07e+11,1.08e+11,2.606218603
"1472","Egypt",2007,"leftist","leftist","no","no","Middle East and North Africa",5.635433333,5.635433333,82218755," Egyptian Pound ",1638,17736541999,585580523,5354566049,39973855900,1.11e+11,14978085093,27565759510,26980178987,95673388027,46025741883,20313468944,40989163803,30421192100,1.26e+11,13912683438,17642991074,1.35e+11,1.32e+11,2.379634675
"1473","Egypt",2008,"leftist","leftist","no","no","Middle East and North Africa",5.4325,5.4325,83844783," Egyptian Pound ",2001,20819843534,166589968,6770363553,54457432121,1.37e+11,17944040497,36896272434,36729682467,1.19e+11,63699217671,25587261850,52922853198,36758877128,1.57e+11,17011762540,23157956742,1.68e+11,1.65e+11,2.180785485
"1474","Egypt",2009,"leftist","leftist","no","no","Middle East and North Africa",5.544553309,5.544553309,85501064," Egyptian Pound ",2224,24432013268,523035822,7940405214,46902425773,1.64e+11,21327398876,36071436032,35548400210,1.43e+11,59391980142,29672940423,59383124604,42641649713,1.79e+11,18234579843,26653093906,1.9e+11,1.88e+11,2.032645043
"1475","Egypt",2010,"leftist","leftist","no","no","Middle East and North Africa",5.621942918,5.621942918,87252413," Egyptian Pound ",2447,28632378941,647640870,9357796899,45811920145,1.84e+11,23951328210,41883740808,41236099939,1.6e+11,57067975378,34559226738,67444121286,48665470996,2.05e+11,19645806017,30914917235,2.13e+11,2.15e+11,1.952967052
"1486","El Salvador",1990,"rightist","rightist","yes","no","Latin America and Caribbean",1,1,5367179," US Dollar ",745,771465656,7083817,150108201,891100175,4760153272,476010767,665442389,658358572,4284142505,1499153633,901682576,972742738,1445417099,4527584184,341070146,846780343,3998802246,4817542204,3.413665987
"1487","El Salvador",1991,"rightist","rightist","yes","no","Latin America and Caribbean",1,1,5461070," US Dollar ",810,829470464,14075069,164971212,904756573,5139227926,534498480,811774982,797699913,4604729446,1603417129,987234095,1043061378,1589989770,4909468359,335033758,946941777,4422462556,5252342352,2.732577455
"1488","El Salvador",1992,"rightist","rightist","yes","no","Latin America and Caribbean",1,1,5552206," US Dollar ",901,753709082,90125444,236336013,937870799,5672508248,571447900,1094835866,1004710422,5101060348,1891815586,1143333462,1213793738,1736501725,5397303073,426190374,1030772142,5003316157,5813399327,2.253576782
"1489","El Salvador",1993,"rightist","rightist","yes","no","Latin America and Caribbean",1,1,5630987," US Dollar ",1037,850318807,65207803,286112976,1294121999,6401371509,618925047,1266420741,1201212938,5782446462,2281645096,1368868620,1468592445,1931168440,6179007887,490855702,1151959517,5840625010,6680269152,1.67872879
"1490","El Salvador",1994,"rightist","rightist","yes","no","Latin America and Caribbean",1,1,5693038," US Dollar ",1201,956988117,123883610,355415462,1529942423,7291197377,711544708,1563378354,1439494744,6579652669,2705134135,1532770468,1655297170,2239421039,7089216624,537842448,1344252388,6840175823,7679384019,1.352221179
"1491","El Salvador",1995,"rightist","rightist","yes","no","Latin America and Caribbean",1,1,5748195," US Dollar ",1400,1028600471,167891631,390748914,1923081229,8503287394,871680673,1868632409,1700740778,7631606722,3373053921,1709461351,1882826013,2607560726,8147412909,636713580,1600963203,8047577755,8921947111,1.175058328
"1492","El Salvador",1996,"rightist","rightist","yes","no","Latin America and Caribbean",1,1,5797140," US Dollar ",1505,1040147955,-90855709,414361290,2026644354,9360561881,1047553778,1471977173,1562832882,8313008103,3272855646,1788514211,2022316042,2935747962,8775964013,703093644,1660297120,8723243641,9586327762,1.074409153
"1493","El Salvador",1997,"rightist","rightist","yes","no","Latin America and Caribbean",1,1,5842638," US Dollar ",1607,1115653927,-161227061,438902548,2659875561,9856813106,1112449549,1541760692,1702987752,8744363558,3836743479,1884220705,2138708378,3270031571,9440624038,761100158,1716227456,9388213196,10221705880,1.007766206
"1494","El Salvador",1998,"rightist","rightist","yes","no","Latin America and Caribbean",1,1,5885083," US Dollar ",1722,1035504068,167588377,497246239,2667080419,10220106137,1293488500,2039804422,1872216045,8926617637,3990321067,2038585560,2366316082,3632143484,10123232568,827719752,1764302941,10136186285,10936669911,0.922942908
"1495","El Salvador",1999,"rightist","rightist","yes","yes","Latin America and Caribbean",1,1,5923852," US Dollar ",1760,895257950,76154544,494756346,2752937969,10708274365,1411813489,1952333634,1876179090,9296460876,4129349014,2185618588,2537775469,3885711090,10459510164,896815667,1749193643,10424644961,11284196954,0.92054924
"1496","El Salvador",2000,"rightist","rightist","yes","yes","Latin America and Caribbean",1,1,5958482," US Dollar ",1850,845307546,-1640567,532349451,3161574405,11476927160,1542145231,2082285972,2083926539,9934781929,4935859868,2301934359,2635170518,4114256865,10915724022,960499419,1828140225,11022441552,11784927669,0.840331038
"1497","El Salvador",2001,"rightist","rightist","yes","yes","Latin America and Caribbean",1,1,5988095," US Dollar ",1936,821270686,63947415,609179690,3071774735,12056299656,1695807495,2175736649,2111789235,10360492161,5021277440,2364184798,2716678081,4281843360,11323373634,1034965783,1859436033,11592256539,12282533600,1.090670039
"1498","El Salvador",2002,"rightist","rightist","yes","yes","Latin America and Caribbean",1,1,6011275," US Dollar ",1991,737433829,-61229529,654660493,3231026237,12389154598,1774974162,2161102338,2222331867,10614180436,5117092902,2391013210,2799514635,4528622429,11677069215,1090478441,1866359389,11965611572,12664190271,1.13023873
"1499","El Salvador",2003,"rightist","rightist","yes","yes","Latin America and Caribbean",1,1,6026849," US Dollar ",2076,726877384,97393823,674722061,3433269930,12973837733,1828674799,2440747035,2343353212,11145162934,5603962529,2396680015,2894842030,4763075393,12140231773,1134571100,1946143804,12513498223,13243892169,0.841381285
"1500","El Salvador",2004,"rightist","rightist","yes","yes","Latin America and Caribbean",1,1,6035655," US Dollar ",2175,786146979,199679131,626188158,3555578403,13701355528,1889985712,2489782369,2290103238,11811369816,6021905382,2409744992,2887901682,5042716876,12603088824,1224719090,2035416038,13126869409,13724810917,0.810214431
"1501","El Salvador",2005,"rightist","rightist","yes","yes","Latin America and Caribbean",1,1,6037817," US Dollar ",2353,907107546,339798266,686408258,3713675091,14782956026,2056957019,2734521062,2394722796,12725999007,6533150760,2443651225,2910388029,5417474881,13401721322,1349144121,2131198488,14207701420,14698001420,0.904204654
"1502","El Salvador",2006,"rightist","rightist","yes","yes","Latin America and Caribbean",1,1,6034436," US Dollar ",2579,967383545,509944645,749390261,4150321972,16240005521,2293478377,3212050349,2702105704,13946527144,7602491458,2616065016,3166065253,5896360184,14527978553,1435363204,2313416107,15562386383,15999886383,0.888131106
"1503","El Salvador",2007,"rightist","rightist","yes","yes","Latin America and Caribbean",1,1,6044131," US Dollar ",2739,1189649430,387370481,801101028,4349400000,17979200911,2440202367,3538449943,3151079462,15538998543,8855300000,2760377286,3370506892,6136096663,15469472476,1557932249,2414186213,16555500854,17011750854,0.973444825
"1504","El Salvador",2008,"rightist","rightist","yes","yes","Latin America and Caribbean",1,1,6068099," US Dollar ",2900,1275293903,270734995,951419334,4809800000,19248155417,2646001585,3628430826,3357695832,16602153832,9699500000,3033331250,3703816291,6514355267,16492473641,1610462445,2437126401,17597836243,17986886243,0.961811831
"1505","El Salvador",2009,"leftist","leftist","yes","yes","Latin America and Caribbean",1,1,6091188," US Dollar ",2798,1173777156,-192556841,839038598,4215800000,18325775420,2834161562,2473840590,2666397431,15491613858,7413800000,2847750154,3556083580,6735530601,16302900354,1493499441,2504970977,17045646010,17601616010,1.078878211
"1506","El Salvador",2010,"leftist","leftist","yes","yes","Latin America and Caribbean",1,1,6114034," US Dollar ",2929,1287984864,353924759,901027592,4971100000,18996254192,2898464011,3075568244,2721643485,16097790181,8.595e+09,2977672675,3761854907,6917958589,16927888038,1496499310,2562562777,17909712436,18447922436,1.089553727
"1507","El Salvador",2011,"leftist","leftist","yes","yes","Latin America and Caribbean",1,1,6137349," US Dollar ",3204,1486835522,304736598,1082039179,5878600000,20998418046,3195894324,3608465614,3303729016,17802523722,10201700000,3295464510,4231388416,7353668179,18532143480,1644271938,2733940245,19665543661,20283783661,1.088061495
"1508","El Salvador",2012,"leftist","leftist","yes","yes","Latin America and Caribbean",1,1,6161289," US Dollar ",3330,1393168536,238103368,1153509832,6110250000,21984304154,3369909693,3787388864,3549285496,18614394461,10495790000,3458872349,4532935216,7807103778,19557148034,1698569081,2971861591,20515593018,21386153018,1.048809627
"1509","El Salvador",2013,"leftist","leftist","yes","yes","Latin America and Caribbean",1,1,6185642," US Dollar ",3395,1234420028,-113222308,1195380058,6536790000,22866650150,3585824685,3742721901,3855944209,19280825466,11155200000,3513563595,4549015511,8118324926,20073640439,1796140266,3180359650,21000762051,21990962051,1.079989232
"1510","El Salvador",2014,"leftist","leftist","yes","yes","Latin America and Caribbean",1,1,6209526," US Dollar ",3472,1325527703,215187882,1206495009,6677022498,23181231000,3604603363,3704697744,3489509862,19576627637,10969478846,3632184631,4670861015,8352728177,20627714347,1732412559,3339689885,21558032396,22593472396,1.035254877
"1511","El Salvador",2015,"leftist","leftist","yes","yes","Latin America and Caribbean",1,1,6231066," US Dollar ",3586,1296083885,76127145,1186897890,6911038937,23806447300,3866705941,3754095811,3677968665,19939741359,11033344107,3840938362,4740382191,8784565952,21289354162,1860075975,3421348268,22345577940,23438237940,1.056820059
"1512","El Salvador",2016,"leftist","leftist","yes","yes","Latin America and Caribbean",1,1,6250510," US Dollar ",3671,1386690000,115450000,1.223e+09,6884537749,24175560000,3947180000,3862770000,3747320000,20228380000,10731441791,3939740000,4784900000,9093360000,21989880000,1998770000,3503160000,22945050000,24191430000,1.023502952
"1513","El Salvador",2017,"leftist","leftist","yes","yes","Latin America and Caribbean",1,1,6266654," US Dollar ",3765,1347130000,161910000,1307610000,7251400000,24871310000,4029920000,4165780000,4003870000,20841390000,11309300000,4017810000,4980020000,9425300000,22651270000,2002120000,3589090000,23591570000,24979190000,1.044469401
"1514","El Salvador",2018,"leftist","leftist","yes","yes","Latin America and Caribbean",1,1,6276342," US Dollar ",3912,1335591839,312802140,1428171763,7528966088,25863000133,4191869170,4780428753,4467626612,21671130963,12151541237,4082111778,5096692034,9874199094,23501946515,1985836164,3781455621,24550760684,26020853736,1.132207279
"1515","El Salvador",2019,"rightist","rightist","yes","yes","Latin America and Caribbean",1,1,6280217," US Dollar ",4067,1383417554,157280714,1603961137,8052493792,26285819774,4309593305,4931290415,4774009700,21976226470,12388467214,4182351645,5209904156,10190173854,24316749455,2040091467,3889201286,25540034028,26881136766,1.180009621
"1516","El Salvador",2020,"rightist","rightist","yes","yes","Latin America and Caribbean",1,1,6292731," US Dollar ",3694,1339712025,289934915,1359240711,6295295760,24377074902,4864382089,4654647455,4364712539,19512692814,10764002668,3666671577,4521643983,9742814580,22203315191,1825233775,3414670117,23248013507,24563015449,1.37945779
"1521","Equatorial Guinea",1994,"rightist","rightist","yes","no","Sub-Saharan Africa",555.2046957,555.2046957,539992," CFA Franc BEAC ",281,17834417,-45022,2201002,81687377,58140736,15618029,72630550,72675572,42522708,60771001,10607601,53047862,35721514,153124642,16518640,27801205,151871107,165118431,1.98642304
"1522","Equatorial Guinea",1995,"rightist","rightist","yes","no","Sub-Saharan Africa",499.1484259,499.1484259,560740," CFA Franc BEAC ",358,24277362,-20884,2610331,109000560,144833356,25039917,138254785,138275669,119793440,181754755,12389054,66762460,45681174,193668979,20102782,34234869,200867549,215327910,2.045616853
"1534","Equatorial Guinea",2007,"rightist","rightist","yes","no","Sub-Saharan Africa",479.2667826,479.2667826,948814," CFA Franc BEAC ",11024,179459548,-79934603,733389028,11584320470,3562727612,1001085444,3867386740,3947321343,2561642168,5942723559,1897283586,9894136569,1147229518,13090496208,336979331,799302213,10459766882,13071717523,1.501825868
"1535","Equatorial Guinea",2008,"rightist","rightist","yes","no","Sub-Saharan Africa",447.8052556,447.8052556,994971," CFA Franc BEAC ",14710,176306551,-128046733,1176381906,17621722617,4482736580,1314082389,5439462735,5567509468,3168654191,7794035368,4022574496,15482518157,1496052116,19879585801,469177164,1079149907,14635902926,19749902196,1.482309067
"1536","Equatorial Guinea",2009,"rightist","rightist","yes","no","Sub-Saharan Africa",472.1862908,472.1862908,1043686," CFA Franc BEAC ",9523,159024100,-2136953189,2522478995,11171988902,5129723263,1673248494,5919866914,8056820104,3456474768,7193792083,2710709788,8797176202,1889120920,15036825802,595599672,1073425912,9939151330,15027797585,2.474929604
"1541","Equatorial Guinea",2014,"rightist","rightist","yes","no","Sub-Saharan Africa",494.4149529,494.4149529,1295183," CFA Franc BEAC ",13572,281324420,28741040,2110757359,14338118131,9508268253,3470526104,6240405922,6211664882,6037742149,8350273340,4374604747,13146307494,3753858958,21846155618,1013943848,1539963538,17578485399,21736599870,0.766177996
"1542","Equatorial Guinea",2015,"rightist","rightist","yes","no","Sub-Saharan Africa",591.6593512,591.6593512,1346973," CFA Franc BEAC ",8432,248805330,22462250,1227312640,7465055680,8018566749,2888266697,3254541648,3232079399,5130300052,5562643426,2351133295,6559499131,3189659719,13190179425,812727795,1152174809,11357261551,13175520652,1.04143202
"1543","Equatorial Guinea",2016,"rightist","rightist","yes","no","Sub-Saharan Africa",592.6056151,592.6056151,1398927," CFA Franc BEAC ",7037,262162551,16655259,783413097,5779222999,8214383860,2847003061,1877066251,1860410992,5367380800,4629858257,2080034290,5098934136,3200285235,11223184241,853051316,1025337905,9844219919,11240814853,1.239489775
"1544","Equatorial Guinea",2017,"rightist","rightist","yes","no","Sub-Saharan Africa",580.6567496,580.6567496,1450694," CFA Franc BEAC ",7343,282507695,9170650,627312091,7181833334,8622426250,2891002302,1711997666,1702827016,5731423948,5315343363,3141804519,6310395948,3245814332,12210384199,818335446,926018686,10652403514,12200908721,1.128937094
